id,produto,categoria,pergunta,resposta,intencao,tags,canal_recomendado,prioridade,status,observacoes
SAUDE-FAQ-175,Seguro de Saúde,Autorizações,Autorização negada pode ser revista?,"Sim, pode solicitar revisão apresentando novos elementos clínicos ou esclarecimentos do médico assistente.",pre_autorizacao,autorização,Portal / Prestador / Linha Clínica,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-176,Seguro de Saúde,Prémios e Pagamentos,O prémio depende da idade?,"Sim, a idade é um dos fatores que influenciam o prémio, juntamente com plano, coberturas e perfil de risco.",pagamentos_premio,prémio;pagamento,Balcão / Portal / Mobile Money,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-177,Seguro de Saúde,Prémios e Pagamentos,O prémio depende do número de dependentes?,"Sim. Ao incluir dependentes, o valor do prémio é ajustado conforme idade e cobertura de cada pessoa.",pagamentos_premio,dependentes;prémio;pagamento,Balcão / Portal / Mobile Money,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-178,Seguro de Saúde,Prémios e Pagamentos,Posso receber aviso antes do vencimento?,"Sim, a seguradora pode enviar aviso por SMS, email ou outros canais registados.",pagamentos_premio,prémio;pagamento,Balcão / Portal / Mobile Money,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-179,Seguro de Saúde,Prémios e Pagamentos,O seguro continua ativo durante o prazo de pagamento?,"Durante o prazo normal de cobrança, a apólice mantém-se ativa, salvo regras específicas de suspensão por incumprimento.",pagamentos_premio,prémio;pagamento,Balcão / Portal / Mobile Money,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-180,Seguro de Saúde,Prémios e Pagamentos,Como regularizo uma apólice suspensa?,"Contacte a seguradora para saber valores em dívida, prazo de regularização e condições para reativação.",pagamentos_premio,prémio;pagamento;apólice,Balcão / Portal / Mobile Money,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-181,Seguro de Saúde,Sinistros e Emergências,Tenho de preencher formulário de sinistro?,"Pode ser necessário, especialmente para reembolsos, internamentos fora da rede ou despesas complexas.",emergencia_sinistro,emergência,Linha 24h / Emergência / Prestador,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-182,Seguro de Saúde,Sinistros e Emergências,Emergência por acidente tem tratamento diferente?,"Pode ter procedimentos mais rápidos e menor carência, mas depende das condições da apólice.",emergencia_sinistro,emergência,Linha 24h / Emergência / Prestador,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-183,Seguro de Saúde,Sinistros e Emergências,Posso pedir assistência para encontrar hospital?,"Sim, a linha de apoio pode indicar prestadores da rede adequados à situação e localização.",emergencia_sinistro,emergência,Linha 24h / Emergência / Prestador,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-184,Seguro de Saúde,Sinistros e Emergências,O que faço se perder o cartão numa emergência?,Informe o número da apólice ou documento de identificação e contacte a seguradora para validação da cobertura.,emergencia_sinistro,emergência,Linha 24h / Emergência / Prestador,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-185,Seguro de Saúde,Sinistros e Emergências,Internamento prolongado precisa de nova autorização?,Pode precisar de prorrogação ou relatório de evolução clínica para manter cobertura do internamento.,emergencia_sinistro,internamento;autorização;emergência,Linha 24h / Emergência / Prestador,Alta,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-186,Seguro de Saúde,Carências e Limites,Carência conta a partir de quando?,Conta normalmente a partir da data de início da cobertura ou inclusão do segurado na apólice.,carencias_limites,carência;limite,Portal / Condições Particulares,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-187,Seguro de Saúde,Carências e Limites,O limite é por pessoa ou por família?,"Depende da apólice. Pode ser individual, por agregado familiar, por cobertura ou por evento.",carencias_limites,carência;limite,Portal / Condições Particulares,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-188,Seguro de Saúde,Carências e Limites,O que é sublimite?,"É um limite específico dentro de uma cobertura maior, aplicado a determinado ato, tratamento ou despesa.",carencias_limites,carência;limite,Portal / Condições Particulares,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-189,Seguro de Saúde,Carências e Limites,Copagamento e franquia são a mesma coisa?,Não. Copagamento é uma participação por ato; franquia é um valor inicial ou percentagem suportada antes da cobertura.,carencias_limites,pagamento;carência;limite,Portal / Condições Particulares,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-190,Seguro de Saúde,Carências e Limites,Posso aumentar o capital seguro?,"Pode solicitar upgrade de plano ou aumento de limites, sujeito à aceitação da seguradora.",carencias_limites,carência;limite,Portal / Condições Particulares,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-191,Seguro de Saúde,Apólice e Renovação,A apólice pode ser transferida para outra pessoa?,Normalmente não. O contrato é associado ao tomador e aos segurados identificados.,gestao_apolice,apólice;renovação,Mediador / Portal / Balcão,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-192,Seguro de Saúde,Apólice e Renovação,Como retiro um dependente da apólice?,"Solicite a alteração à seguradora, indicando o dependente e a data pretendida, conforme regras contratuais.",gestao_apolice,apólice;renovação,Mediador / Portal / Balcão,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-193,Seguro de Saúde,Apólice e Renovação,Como incluo um novo dependente?,Preencha pedido de inclusão e apresente documentos exigidos. A inclusão pode ter carências e ajuste de prémio.,gestao_apolice,apólice;renovação,Mediador / Portal / Balcão,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-194,Seguro de Saúde,Apólice e Renovação,Posso renovar mesmo tendo usado muito o seguro?,A renovação depende das regras da seguradora. A utilização pode influenciar condições e prémio futuro.,gestao_apolice,apólice;renovação,Mediador / Portal / Balcão,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
SAUDE-FAQ-195,Seguro de Saúde,Apólice e Renovação,O que é tomador do seguro?,É a pessoa ou entidade que contrata a apólice e assume a obrigação de pagar o prémio.,gestao_apolice,apólice;renovação,Mediador / Portal / Balcão,Média,Activo,Resposta genérica; adaptar às condições gerais e particulares da seguradora.
